packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,mean_packet_size,spectral_entropy,frequency_band_energy,label,protocol_type_TCP,protocol_type_UDP,src_ip_192.168.1.2,src_ip_192.168.1.3,dst_ip_192.168.1.5,dst_ip_192.168.1.6,tcp_flags_FIN,tcp_flags_SYN,tcp_flags_SYN-ACK
0.8604151753758053,0.7013562618876237,51625,53,0.9285714285714285,0.0,0.2710743272101137,0.8676239565397424,0.0,True,False,False,False,False,True,False,False,True
0.7079455977093773,0.11484555491205856,18845,80,0.4285714285714286,0.0,0.7759119961092775,0.4064198128692343,0.0,False,True,False,False,False,False,False,False,False
0.13027916964924838,0.5643930127722584,50612,80,0.7142857142857143,0.0,0.10088185095936186,0.877328103086889,0.0,False,True,False,True,True,False,False,True,False
0.9012168933428776,0.07496060409592809,41943,80,0.8571428571428571,0.0,0.3464704385416333,0.05288204501491188,0.0,False,True,True,False,False,True,False,False,True
0.9076592698639943,0.6933034504676356,1383,53,0.3571428571428571,0.0,0.2623307793515659,0.9123138665246279,0.0,False,False,False,True,False,False,False,False,True
0.760200429491768,0.7784548823092146,60793,443,0.7142857142857143,0.0,0.23191042840787368,0.7333555918537942,0.0,False,False,False,False,False,True,False,False,True
0.8310665712240515,0.6074384920584285,13392,80,0.3571428571428571,0.0,0.7699547038688221,0.5969831370423709,0.0,False,False,True,False,False,True,True,False,False
0.16105941302791696,0.2986697543253354,5866,80,0.07142857142857145,0.0,0.28274288087046795,0.5406899172915589,0.0,True,False,True,False,False,True,False,True,False
0.6084466714387974,0.4063698910713277,9611,443,0.5,0.0,0.7819567128849236,0.8766822773406704,0.0,True,False,False,True,False,False,False,False,False
0.8274874731567645,0.6600829987389225,57138,443,0.1428571428571429,0.0,0.17306860107049626,0.3392626549882525,0.0,False,False,False,False,False,False,False,False,False
0.1324266284896206,0.3220657967497717,34253,53,0.1428571428571429,0.0,0.11745011955818896,0.14847046334938968,0.0,False,True,False,False,False,True,True,False,False
0.006442376521116677,0.9585852957985751,63862,80,0.9285714285714285,0.0,0.342039593975187,0.3629738929913294,0.0,True,False,True,False,False,True,False,False,True
0.6027201145311382,0.37902083727781205,33932,443,0.3571428571428571,0.0,0.39842025536433656,0.9923933206197247,1.0,False,True,False,False,False,False,False,True,False
0.4101646385110952,0.5030820350759199,11780,80,0.9285714285714285,0.0,0.8214251624786622,0.92534050918214,0.0,False,True,False,False,True,False,False,False,False
0.8654259126700071,0.7543034204251973,1168,53,0.0,0.0,0.5246065445904149,0.9208105042417857,1.0,True,False,False,False,False,False,False,True,False
0.7315676449534717,0.2058344162765566,33486,80,0.7857142857142857,0.0,0.48819391013892677,0.5809008701112827,0.0,False,False,False,False,True,False,True,False,False
0.8296349319971367,0.7973803513631886,47921,53,0.1428571428571429,0.0,0.057433980517611616,0.4212102695101198,0.0,False,True,False,False,False,True,True,False,False
0.25697924123120974,0.776956849923068,56362,80,0.9999999999999999,0.0,0.5345135020553222,0.7350917575244281,0.0,True,False,False,True,False,True,True,False,False
0.6700071581961345,0.24282777266682856,31596,53,0.07142857142857145,0.0,0.1852248783530479,0.3889910252862547,1.0,True,False,False,True,False,False,False,False,True
0.7931281317108089,0.17100425597441835,8927,80,0.1428571428571429,0.0,0.5139030022104656,0.4513615331333955,0.0,False,False,False,True,False,True,True,False,False
0.3672154617036507,0.9679678724338645,14728,443,0.4285714285714286,0.0,0.08009391158245194,0.2658907883782125,0.0,True,False,True,False,False,False,False,False,False
0.06299212598425197,0.10783409223697962,15714,53,0.5714285714285714,0.0,0.5272646253611946,0.9797020694921666,0.0,False,False,False,False,True,False,True,False,False
0.8711524695776665,0.6449141268887658,35882,53,0.07142857142857145,0.0,0.0025761782113473686,0.6291587244537928,0.0,False,False,True,False,True,False,False,False,False
0.7780959198282033,0.35776684463400477,46468,53,0.6428571428571429,0.0,0.8016698650738769,0.986792701279558,0.0,True,False,True,False,True,False,False,True,False
0.9183965640658553,0.5655549224187694,33059,80,0.2142857142857143,0.0,0.6872037763354237,0.9199303090173255,0.0,False,False,True,False,True,False,False,True,False
0.44309234073013604,0.8109438448703733,3592,443,0.5714285714285714,0.0,0.6841200075967162,0.45173907612257586,0.0,False,False,False,False,False,True,False,True,False
0.854688618468146,0.0627338406753835,6194,80,0.4285714285714286,0.0,0.3623251399693377,0.8307262482427213,0.0,True,False,False,True,False,False,False,True,False
0.8969219756621332,0.6420920594416812,43130,80,0.0,0.0,0.15959748844441268,0.34703913079642557,0.0,False,False,False,True,False,False,False,False,True
0.019327129563350032,0.0940095542473694,36624,80,0.5,0.0,0.08552494881879191,0.5443241857902124,0.0,True,False,False,True,False,True,False,False,True
0.9083750894774517,0.6567042549075051,28704,53,0.6428571428571429,0.0,0.521966250897048,0.8797406721509483,0.0,True,False,True,False,False,False,True,False,False
0.4523979957050823,0.9431730317214153,28389,53,0.2857142857142857,0.0,0.0045337002001843985,0.5874196181125574,0.0,False,True,False,False,True,False,False,False,False
0.4423765211166786,0.08888475184591524,14895,80,0.0,0.0,0.7175966524562698,0.28493762218477503,0.0,False,True,False,True,False,True,False,True,False
0.3242662848962061,0.8576073411658742,45029,443,0.6428571428571429,0.0,0.8978812232927877,0.19177596220992466,0.0,False,False,False,True,False,True,False,False,False
0.07874015748031496,0.0017712189014971887,59363,53,0.1428571428571429,0.0,0.46277766798517206,0.8469316475977618,0.0,False,False,False,True,False,False,False,False,False
0.6750178954903364,0.24932766795356273,48428,53,0.07142857142857145,0.0,0.9163012240684605,0.6125921544081043,0.0,False,False,False,True,True,False,False,False,False
0.9885468861846813,0.050657349135786706,39380,53,0.7857142857142857,0.0,0.27660448695464623,0.3334848385606364,0.0,True,False,False,False,True,False,True,False,False
0.6685755189692197,0.7746664417868847,15245,80,0.9285714285714285,0.0,0.09902032114618198,0.5231414146505919,0.0,True,False,False,True,False,False,True,False,False
0.11739441660701502,0.8147542909821821,8309,443,0.3571428571428571,0.0,0.6044658410724395,0.059942292933162625,0.0,False,True,True,False,False,False,False,False,True
0.06943450250536864,0.09806199794502911,56660,443,0.0,0.0,0.3752993648522249,0.3934131741563706,0.0,False,True,True,False,False,False,True,False,False
0.35289906943450244,0.8854782200960853,41359,53,0.8571428571428571,0.0,0.4592168907698433,0.05423839265564427,0.0,False,True,False,False,False,False,True,False,False
0.37580529706513954,0.33025363751870834,7852,53,0.6428571428571429,0.0,0.38818529078906305,0.995832082874886,0.0,True,False,True,False,False,True,False,False,True
0.5075161059413028,0.3207975991188846,61154,443,0.07142857142857145,0.0,0.16707980162051772,0.3136225070050339,0.0,False,False,True,False,True,False,False,True,False
0.2047244094488189,0.6955695917426021,61320,80,0.9999999999999999,0.0,0.9177499415831871,0.9089994730880323,0.0,False,False,False,False,True,False,False,False,True
0.654974946313529,0.4678121727527327,59817,443,0.5714285714285714,0.0,0.4811885829358138,0.42448405199819944,0.0,False,False,False,False,False,True,False,False,False
0.10379384395132427,0.5550409052337951,31844,443,0.3571428571428571,0.0,0.48355593621897786,0.9247013818357958,0.0,False,False,False,False,False,False,True,False,False
0.49463135289906945,0.06174961454372749,9357,443,0.9999999999999999,0.0,0.6827239810674479,0.3388445434530733,1.0,False,False,False,True,False,True,False,False,True
0.02791696492483893,0.3111021147380268,38255,53,0.5714285714285714,0.0,0.8210582498868346,0.922023803731363,0.0,False,True,False,False,False,False,False,False,True
0.9699355762347888,0.9708703883533579,8281,80,0.9285714285714285,0.0,0.4532604440025212,0.21153902084030723,0.0,False,True,False,False,False,True,False,True,False
0.9670722977809592,0.1896907632210887,6908,53,0.8571428571428571,0.0,0.5578512648483134,0.610438534820064,0.0,False,False,False,True,True,False,False,False,True
0.8489620615604867,0.6093167620225686,12031,80,0.6428571428571429,0.0,0.027033559078194713,0.7802184463041054,0.0,False,False,False,True,True,False,False,False,False
0.9119541875447387,0.5407636578361065,7449,53,0.3571428571428571,0.0,0.9248771610106044,0.3861737090571073,0.0,True,False,False,True,False,False,False,True,False
0.9613457408732999,0.39564330254640556,55202,443,0.9285714285714285,0.0,0.10361891977183024,0.45444024554177925,0.0,False,False,False,False,False,False,False,False,True
0.6793128131710808,0.9140070845280421,30769,80,0.8571428571428571,0.0,0.04604881614289713,0.6903309530178605,0.0,False,False,False,True,False,True,False,False,False
0.9520400858983535,0.9071386416507068,53865,80,0.3571428571428571,0.0,0.7640614712530809,0.2414793215447747,0.0,True,False,True,False,True,False,True,False,False
0.0408017179670723,0.2954709814451882,31914,53,0.0,0.0,0.6206760751221774,0.7459612659849683,0.0,True,False,False,True,True,False,False,False,False
0.4767358625626342,0.4860835756620029,64858,53,0.9285714285714285,0.0,0.32716879247856223,0.09188320358057016,0.0,False,True,False,True,False,False,False,False,False
0.9606299212598426,0.37477752658325025,21286,53,0.7857142857142857,0.0,0.4633898365796565,0.6806676237460547,0.0,True,False,False,True,True,False,False,False,False
0.31925554760200425,0.17852883440777406,47322,80,0.07142857142857145,0.0,0.9279717502090277,0.48413133386128243,0.0,False,True,True,False,True,False,False,False,False
0.42304939155332855,0.39705548541909397,9122,443,0.4285714285714286,0.0,0.3192458297755554,0.2920950015408904,0.0,False,False,False,True,False,True,False,False,True
0.7702219040801718,0.7464488890759812,51079,53,0.5714285714285714,0.0,0.8226319618633093,0.9106122275840668,0.0,False,False,True,False,True,False,False,False,False
0.30422333571939875,0.05035956679646315,24394,80,0.9285714285714285,0.0,0.3136914590393278,0.045915477082528786,0.0,False,True,False,True,True,False,False,False,True
0.4953471725125268,0.04090432073861466,21869,443,0.5,0.0,0.5306990180437747,0.9710014351649942,0.0,False,True,True,False,False,False,False,False,True
0.376521116678597,0.9700907865193951,55480,80,0.7857142857142857,0.0,0.8172881094562268,0.21271903958309185,0.0,False,False,False,False,False,False,True,False,False
0.4910522548317824,0.11501673342541663,35758,53,0.2857142857142857,0.0,0.9644020936549751,0.01470912253337496,1.0,False,False,False,False,False,False,False,False,False
0.4831782390837509,0.890087703477605,5605,80,0.0,0.0,0.2669170216604142,0.8066824503554108,0.0,True,False,False,True,False,False,True,False,False
0.572655690765927,0.2817129416042992,10852,53,0.4285714285714286,0.0,0.026538687075738032,0.37918182948639384,0.0,False,False,False,True,False,True,False,False,True
0.740873299928418,0.8575712931835758,61522,53,0.7142857142857143,0.0,0.6855357161571742,0.046414746000372084,0.0,False,True,True,False,False,True,False,True,False
0.6005726556907659,0.866048767645353,47588,443,0.7857142857142857,0.0,0.7019681094915056,0.07862987107902696,0.0,False,False,True,False,False,True,False,True,False
0.11095204008589835,0.8978492511551874,22177,80,0.5714285714285714,0.0,0.26373184014735074,0.7618011928685957,0.0,True,False,False,False,False,False,True,False,False
0.7258410880458125,0.582971214269782,18337,443,0.7142857142857143,0.0,0.2824010142442184,0.7654510884097255,0.0,True,False,True,False,False,True,False,False,False
0.8962061560486757,0.6122924369347575,11042,53,0.1428571428571429,0.0,0.8597683442141895,0.8398608572509491,0.0,True,False,False,True,False,False,False,True,False
0.9269863994273443,0.7595607054520775,30034,80,0.2142857142857143,0.0,0.9589507491293352,0.22670616951875888,0.0,True,False,True,False,False,False,True,False,False
0.3156764495347172,0.7690357759484465,8182,80,0.1428571428571429,0.0,0.5615447392511745,0.11739082730668153,0.0,False,False,False,False,False,False,False,False,False
0.6342161775232641,0.7651627611945924,3622,443,0.5714285714285714,0.0,0.8341051176352048,0.6919912226811517,0.0,True,False,False,True,False,False,False,True,False
0.6198997852541159,0.21929350419856178,46168,443,0.7142857142857143,0.0,0.1681899239985949,0.12181418533966153,0.0,True,False,False,False,False,False,False,True,False
0.21474588403722258,0.24890362568567334,20987,443,0.5714285714285714,0.0,0.3461690922220777,0.5584755490991651,0.0,False,True,True,False,False,True,False,True,False
0.3593414459556191,0.6702204647284425,38133,80,0.7142857142857143,0.0,0.8303555448825986,0.5415510455249585,0.0,False,True,False,True,False,True,False,False,False
0.7007874015748031,0.04030393645476611,38383,443,0.0,0.0,0.6007256352804582,0.40213565396194567,0.0,False,False,False,True,False,True,False,False,False
0.7401574803149606,0.23243042485533483,41953,53,0.5,0.0,0.8368987413616402,0.1087162139699255,0.0,False,False,False,False,True,False,False,True,False
0.8475304223335719,0.6502874515482105,42846,80,0.4285714285714286,0.0,0.3560473360811738,0.4762996805328959,0.0,False,False,False,False,False,False,True,False,False
0.9355762347888332,0.17584208427444298,62509,53,0.8571428571428571,0.0,0.200128068797234,0.1512862969488416,0.0,False,True,False,False,True,False,False,False,True
0.9899785254115963,0.654242350241256,33471,53,0.07142857142857145,0.0,0.889632199774538,0.3955598704116748,0.0,False,False,False,True,False,False,False,True,False
0.08804581245526127,0.39380863032472424,20350,443,0.07142857142857145,0.0,0.8889448009539764,0.784349982903622,0.0,True,False,False,False,False,False,False,False,False
0.33142448103078026,0.6895447124321379,2318,80,0.9285714285714285,0.0,0.5553299053880592,0.4089044696473109,0.0,False,True,False,True,False,False,False,False,True
0.7244094488188977,0.8875695544779425,1170,53,0.07142857142857145,0.0,0.7098306309887734,0.7275575797528329,0.0,False,False,False,False,True,False,False,True,False
0.5382963493199714,0.8820925515418837,53764,80,0.8571428571428571,0.0,0.0078797823741521,0.7741755524363094,0.0,False,True,False,True,False,True,False,True,False
0.8081603435934145,0.01586530691775336,4302,80,0.6428571428571429,0.0,0.01102844117897206,0.14010947899358855,0.0,False,True,True,False,True,False,True,False,False
0.11739441660701502,0.18143553169215562,29633,443,0.7857142857142857,0.0,0.19013758988310414,0.8732832399552143,0.0,False,True,False,False,False,True,False,True,False
0.04509663564781674,0.6501334433840795,61812,80,0.6428571428571429,0.0,0.8058723047541676,0.9559966047452947,0.0,True,False,False,False,True,False,True,False,False
0.49319971367215465,0.8262453797500713,43303,80,0.9285714285714285,0.0,0.04581082302769435,0.5879165371310253,0.0,False,True,False,False,True,False,False,False,False
0.28274874731567645,0.7140339245596448,55220,80,0.07142857142857145,0.0,0.5706251168633685,0.38986034119566765,0.0,True,False,False,False,False,True,False,False,True
0.5619183965640658,0.12587391871297862,1250,53,0.07142857142857145,0.0,0.0612872859369169,0.7279802781361607,0.0,True,False,False,True,True,False,False,False,True
0.49463135289906945,0.5205657556070217,25081,80,0.8571428571428571,0.0,0.08627118581471294,0.9185553121708282,0.0,True,False,False,False,False,True,False,False,True
0.3657838224767358,0.9366959765423332,9504,443,0.07142857142857145,0.0,0.749005926461674,0.6823178586914339,0.0,True,False,False,True,False,False,False,False,True
0.541159627773801,0.725355427208175,33590,53,0.9285714285714285,0.0,0.8900912009685102,0.4816361126234446,0.0,True,False,False,False,False,False,False,False,True
0.4402290622763064,0.5846030931860369,43103,443,0.7142857142857143,0.0,0.863818143217574,0.8641273804506441,0.0,False,True,True,False,True,False,True,False,False
0.4280601288475304,0.9160716663165945,62014,443,0.0,0.0,0.10909089974722885,0.49125376251161806,0.0,False,True,False,False,False,True,False,False,False
0.5647816750178954,0.5908492123210319,5143,80,0.2142857142857143,0.0,0.24932734224623676,0.8342461432931633,1.0,False,False,False,True,True,False,False,False,False
0.7193987115246958,0.933845757538892,61850,80,0.9285714285714285,0.0,0.18272068330514735,0.7272895949629441,0.0,False,True,False,False,False,False,True,False,False
0.6886184681460272,0.42157022964684426,21925,53,0.07142857142857145,0.0,0.7649855597660036,0.7245900124543239,1.0,True,False,False,True,False,True,False,True,False
0.5354330708661418,0.5676138408539393,54187,80,0.6428571428571429,0.0,0.9605039013769145,0.26881653453345483,0.0,False,True,True,False,False,True,False,False,True
0.5454545454545454,0.3235032214141665,30487,53,0.5714285714285714,0.0,0.9926071288011755,0.5902188030467997,0.0,False,False,True,False,False,False,False,False,False
0.39083750894774516,0.9034775593939014,3636,53,0.07142857142857145,0.0,0.24976112449775645,0.978584290965638,0.0,True,False,True,False,True,False,False,False,False
0.717967072297781,0.531201683814433,2683,443,0.9999999999999999,0.0,0.15900729439950556,0.265218603656411,0.0,False,False,True,False,True,False,False,True,False
0.25984251968503935,0.30943254547522814,36545,53,0.2857142857142857,0.0,0.6847880025372346,0.9717484345909034,0.0,False,False,False,False,False,True,False,False,False
0.8296349319971367,0.17234090165719781,1067,443,0.5,0.0,0.8309126948825432,0.3620246760765861,0.0,False,False,True,False,False,True,False,False,True
0.4881889763779528,0.5516347599414844,3609,53,0.0,0.0,0.8479393267005362,0.3328629851386036,0.0,False,True,False,False,True,False,False,False,False
0.027201145311381528,0.2878300047042358,31655,443,0.7857142857142857,0.0,0.07936530092271532,0.37861987315652074,0.0,False,True,False,True,False,False,False,True,False
0.4223335719398711,0.4717618193646768,48378,443,0.1428571428571429,0.0,0.2556336228732432,0.44322979018049163,0.0,False,True,False,True,True,False,False,False,False
0.41088045812455254,0.06005283981442268,34076,443,0.07142857142857145,0.0,0.6951166581398533,0.043473950693344934,0.0,True,False,False,False,False,True,False,False,True
0.10307802433786686,0.5693088366481874,46312,80,0.07142857142857145,0.0,0.37476708508641376,0.8204838784281969,0.0,False,True,True,False,False,False,True,False,False
0.052254831782390834,0.5384487775662157,29306,53,0.5,0.0,0.8732930249520408,0.9596654230213134,0.0,False,True,False,True,False,True,False,False,True
0.6907659269863994,0.3136809479169297,37517,53,0.7142857142857143,0.0,0.2813835732676395,0.9280709886831412,0.0,False,False,False,True,False,True,False,True,False
0.3886900501073729,0.5092444259642623,53735,443,0.9999999999999999,0.0,0.13757850314901976,0.011378499520267649,0.0,False,True,True,False,True,False,False,False,True
0.05368647100930565,0.4734783478995324,40077,443,0.07142857142857145,0.0,0.6057377751444832,0.2287341306870842,1.0,True,False,True,False,False,True,False,False,False
0.5497494631352899,0.3417071010941076,43320,443,0.9285714285714285,0.0,0.8082821673357197,0.9473078213296758,0.0,False,False,True,False,True,False,False,True,False
0.08589835361488904,0.25663694482604105,48270,443,0.5,0.0,0.01399643701024722,0.9347605792549688,0.0,False,True,True,False,False,True,False,False,False
0.36220472440944884,0.8878032506299046,33283,443,0.4285714285714286,0.0,0.39310815590731263,0.6587340887429711,0.0,False,False,False,False,False,True,False,True,False
0.8503937007874016,0.7742105022775877,3173,80,0.7142857142857143,0.0,0.820296478922204,0.34950563583165745,0.0,False,False,True,False,False,True,False,False,True
0.3600572655690766,0.3966848744451012,44574,53,0.4285714285714286,0.0,0.005869068482172501,0.17755159885573618,0.0,False,True,False,False,False,False,False,True,False
0.5382963493199714,0.6977057679475068,53058,80,0.1428571428571429,0.0,0.22337399862559426,0.1891345608269448,0.0,True,False,False,True,False,False,True,False,False
0.8818897637795275,0.8230595554379425,43324,53,0.5,0.0,0.9119456569372479,0.09146943689678548,0.0,False,False,False,True,True,False,True,False,False
0.2333571939871152,0.4374442540414561,3400,443,0.7142857142857143,0.0,0.15848838521820063,0.7349571347814821,0.0,False,False,True,False,True,False,False,False,True
0.9642090193271295,0.9115451347740067,39945,53,0.5714285714285714,0.0,0.9538147456741024,0.14706613934073887,0.0,True,False,False,True,True,False,False,False,False
0.3228346456692913,0.021743963886035365,33716,80,0.2857142857142857,0.0,0.7870472726657924,0.8898207995262409,0.0,False,True,False,True,False,False,True,False,False
0.31925554760200425,0.6207143072900279,61624,53,0.0,0.0,0.009780939583834858,0.9911675704752417,1.0,False,True,False,True,False,True,False,True,False
0.5182534001431639,0.6783929476374225,65067,443,0.0,0.0,0.14354860695711125,0.17270800238414336,0.0,True,False,True,False,False,True,False,True,False
0.032211882605583386,0.615203054196451,43103,80,0.5714285714285714,0.0,0.5615043720720925,0.08290299684437473,0.0,False,False,True,False,False,True,True,False,False
0.16750178954903364,0.20804705554565012,50743,80,0.7857142857142857,0.0,0.6315766619448739,0.7972551697337521,0.0,False,False,True,False,False,True,False,False,True
0.5053686471009305,0.954696927051053,10197,80,0.2142857142857143,0.0,0.5784836989092135,0.3347160160750511,0.0,False,True,False,False,True,False,False,False,False
0.13672154617036505,0.6774095093207346,29779,443,0.4285714285714286,0.0,0.5701488711065545,0.17671787325689958,0.0,False,False,False,True,False,True,False,True,False
0.2054402290622763,0.1775164647226686,49389,53,0.0,0.0,0.3179829535279204,0.7633730191978845,0.0,False,False,False,False,False,True,False,False,False
0.0408017179670723,0.19443480863484577,55139,53,0.3571428571428571,0.0,0.2505388540677549,0.490929903193332,0.0,False,False,False,True,True,False,False,True,False
0.6721546170365068,0.9465856740183554,34515,80,0.9285714285714285,0.0,0.15177974050195253,0.28293250717828355,0.0,False,True,False,True,False,True,False,False,True
0.2319255547602004,0.25767289505668634,33857,443,0.2142857142857143,0.0,0.521596706515826,0.8677299440332633,0.0,False,False,False,True,False,True,False,True,False
0.06943450250536864,0.8715613271941931,59873,80,0.2142857142857143,0.0,0.7622686029220969,0.3038656131535886,0.0,False,True,False,False,False,True,False,False,False
0.3078024337866857,0.6096712797864892,61650,53,0.6428571428571429,0.0,0.9071834012227331,0.6691412806960746,0.0,False,False,True,False,False,False,False,False,True
0.3106657122405154,0.658519957177158,48198,443,0.2142857142857143,0.0,0.14865706018056546,0.2266701888682503,0.0,True,False,False,False,False,True,False,False,True
0.4266284896206156,0.34267121629198194,25579,443,0.9285714285714285,0.0,0.6508410464426015,0.9102172499850066,0.0,True,False,False,False,False,True,False,False,True
0.2326413743736578,0.8774885856971025,40038,53,0.9999999999999999,0.0,0.8461628707201614,0.8072314469810599,0.0,False,True,False,True,False,True,False,False,True
0.9749463135289906,0.7612474767534244,28863,53,0.5714285714285714,0.0,0.5186897501998322,0.10633999091050096,0.0,False,False,False,False,True,False,False,True,False
0.054402290622763055,0.17545657815454438,36194,53,0.9285714285714285,0.0,0.803486842830984,0.3370551449159112,0.0,False,True,False,False,False,True,True,False,False
0.7537580529706513,0.43075627042111764,55007,53,0.2142857142857143,0.0,0.5188376609214291,0.3636000510706459,0.0,False,True,True,False,False,True,False,False,False
0.9549033643521831,0.7367601357563665,52421,443,0.7857142857142857,0.0,0.01318130000307427,0.6663228628457974,0.0,True,False,True,False,False,True,False,False,True
0.5211166785969935,0.67189979743791,57942,443,0.4285714285714286,0.0,0.8174267294485231,0.9799714864156154,0.0,True,False,False,True,False,False,False,False,False
0.2319255547602004,0.7348411696329165,1785,53,0.5,0.0,0.7751878063419779,0.43553277222988457,0.0,False,False,False,False,True,False,False,True,False
0.6091624910522548,0.04474560466581756,3374,53,0.07142857142857145,0.0,0.7412493546466115,0.34732710579145887,0.0,False,False,False,True,False,False,True,False,False
0.9828203292770221,0.5925203206342542,1912,443,0.5,0.0,0.9064915200895047,0.6281742651667912,1.0,True,False,False,False,False,False,False,False,True
0.30994989262705797,0.815595898304477,26100,443,0.7142857142857143,0.0,0.03628539859025892,0.4732732734644551,0.0,False,True,False,False,False,False,True,False,False
0.9141016463851109,0.8330020699847996,60335,80,0.3571428571428571,0.0,0.7186333891857419,0.22026010643153754,0.0,False,True,True,False,True,False,True,False,False
0.4559770937723694,0.6014900599679784,34131,443,0.2857142857142857,0.0,0.26793557160900683,0.3288417604748739,0.0,True,False,False,True,False,True,True,False,False
0.4638511095204009,0.20518545388205722,55809,443,0.7857142857142857,0.0,0.8379029037494385,0.550228827622997,0.0,False,True,False,False,True,False,True,False,False
0.3564781675017895,0.5254163358394819,57433,53,0.7142857142857143,0.0,0.3164207712640259,0.553065555489219,0.0,False,False,False,True,True,False,False,False,True
0.6313528990694345,0.809687992309266,15871,443,0.1428571428571429,0.0,0.58079928597527,0.3178108621814043,0.0,True,False,True,False,False,False,True,False,False
0.7244094488188977,0.5545716389908056,36652,443,0.4285714285714286,0.0,0.24578508096284768,0.1756228387933944,0.0,False,False,True,False,True,False,True,False,False
0.886184681460272,0.6948521845916252,40754,80,0.2857142857142857,0.0,0.00907148380373446,0.7992763319677217,0.0,True,False,False,False,True,False,False,True,False
0.3901216893342877,0.03126004840601287,1038,80,0.6428571428571429,0.0,0.9887017839650367,0.6191243831819029,0.0,False,False,False,False,False,True,False,False,False
0.8439513242662848,0.27629973627675075,6851,80,0.5714285714285714,0.0,0.9561247958610526,0.5916007461909192,0.0,False,True,True,False,False,True,False,False,True
